postcode,suburb,lat,lon
4000,BRISBANE,-27.46758,153.027892
4000,BRISBANE ADELAIDE STREET,-27.466517,153.027495
4000,SPRING HILL,-27.460873,153.024454
4001,BRISBANE,-27.603479,152.823141
4001,CENTRAL PLAZA,-27.947415,153.394629
4001,RIVERSIDE CENTRE,-27.85943,153.376476
4001,WATERFRONT PLACE,-27.631021,153.31001
4003,GEORGE STREET,-24.872431,152.348462
4004,SPRING HILL,-24.045265,149.316593
4005,NEW FARM,-27.467878,153.047052
4006,BOWEN HILLS,-27.444163,153.038407
4006,FORTITUDE VALLEY,-27.457442,153.03367
4006,HERSTON,-27.4446,153.018473
4006,NEWSTEAD,-27.444768,153.043053
4007,ASCOT,-27.43027,153.058679
4007,HAMILTON,-27.439306,153.064277
4007,HAMILTON CENTRAL,-23.649692,150.386919
4008,PINKENBA,-27.42257,153.118782
4009,EAGLE FARM,-27.430729,153.091148
4010,ALBION,-27.428026,153.045205
4011,CLAYFIELD,-27.417536,153.056677
4011,HENDRA,-27.419238,153.073694
4012,NUNDAH,-27.40344,153.060428
4012,TOOMBUL,-27.40766,153.059833
4012,WAVELL HEIGHTS,-27.38975,153.049858
4012,WAVELL HEIGHTS NORTH,-27.38975,153.049858
4013,NORTHGATE,-27.389718,153.066343
4014,BANYO,-27.375825,153.076469
4014,NUDGEE,-27.368598,153.087192
4014,NUDGEE BEACH,-27.347485,153.105548
4014,VIRGINIA,-27.36946,153.062076
4017,BRACKEN RIDGE,-27.327545,153.025938
4017,BRIGHTON,-27.306516,153.050851
4017,BRIGHTON EVENTIDE,-27.289478,153.063613
4017,BRIGHTON NATHAN STREET,-27.303486,153.053539
4017,DEAGON,-27.327255,153.055845
4017,SANDGATE,-27.321538,153.069267
4017,SHORNCLIFFE,-27.327589,153.086102
4018,FITZGIBBON,-27.349074,153.031804
4018,TAIGUM,-27.351215,153.046149
4019,CLONTARF,-27.25958,153.08211
4019,CLONTARF BEACH,-27.258844,153.087202
4019,MARGATE,-27.245098,153.106689
4019,MARGATE BEACH,-27.245007,153.112154
4019,WOODY POINT,-27.258621,153.104133
4020,REDCLIFFE,-27.231153,153.115686
4020,REDCLIFFE NORTH,-27.216107,153.11224
4020,SCARBOROUGH,-27.200145,153.11493
4021,KIPPA-RING,-27.226494,153.085287
4022,ROTHWELL,-27.213109,153.048135
4025,BULWER,-27.076847,153.367844
4025,CAPE MORETON,-27.026892,153.452601
4025,COWAN COWAN,-27.125814,153.36877
4025,KOORINGAL,-27.349731,153.419507
4025,TANGALOOMA,-27.176714,153.376063
4029,ROYAL BRISBANE HOSPITAL,-27.44768,153.026906
4030,LUTWYCHE,-27.422714,153.033723
4030,WINDSOR,-27.435277,153.031507
4030,WOOLOOWIN,-27.418093,153.039623
4031,GORDON PARK,-27.414955,153.026877
4031,KEDRON,-27.408347,153.032292
4032,CHERMSIDE,-27.38613,153.032142
4032,CHERMSIDE CENTRE,-27.384021,153.032206
4032,CHERMSIDE SOUTH,-27.391685,153.03128
4032,CHERMSIDE WEST,-27.37862,153.018257
4034,ASPLEY,-27.36386,153.015737
4034,BOONDALL,-27.348677,153.060157
4034,CARSELDINE,-27.346256,153.01394
4034,GEEBUNG,-27.369382,153.047819
4034,ZILLMERE,-27.358288,153.038394
4035,ALBANY CREEK,-27.345529,152.968403
4035,BRIDGEMAN DOWNS,-27.354965,152.994198
4036,BALD HILLS,-27.306169,153.0126
4037,EATONS HILL,-27.337969,152.949561
4051,ALDERLEY,-27.424422,153.000517
4051,ENOGGERA,-27.42446,152.985565
4051,GAYTHORNE,-27.418369,152.986155
4051,GRANGE,-27.426001,153.01479
4051,NEWMARKET,-27.436957,153.006875
4051,WILSTON,-27.43221,153.019599
4053,BROOKSIDE CENTRE,-27.409023,152.980333
4053,EVERTON HILLS,-27.391441,152.972115
4053,EVERTON PARK,-27.406931,152.992265
4053,MCDOWALL,-27.381917,152.988262
4053,MITCHELTON,-27.410888,152.974465
4053,STAFFORD,-27.409722,153.011256
4053,STAFFORD HEIGHTS,-27.391247,153.011369
4054,ARANA HILLS,-27.397523,152.959538
4054,KEPERRA,-27.40916,152.958106
4055,BUNYA,-27.369847,152.937598
4055,FERNY GROVE,-27.405213,152.930694
4055,FERNY HILLS,-27.394344,152.938409
4055,UPPER KEDRON,-27.415979,152.913444
4059,KELVIN GROVE,-27.448419,153.013533
4059,RED HILL,-27.454711,153.006691
4060,ASHGROVE,-27.445603,152.99212
4060,ASHGROVE WEST,-27.449307,152.978508
4061,THE GAP,-27.443306,152.943847
4064,MILTON,-27.471324,153.004781
4064,PADDINGTON,-27.460527,153.002486
4065,BARDON,-27.463451,152.980035
4066,AUCHENFLOWER,-27.475531,152.993415
4066,MOUNT COOT-THA,-27.476495,152.946127
4066,TOOWONG,-27.485567,152.992096
4067,ST LUCIA,-27.493869,153.006059
4067,ST LUCIA SOUTH,-27.502432,153.005669
4068,CHELMER,-27.514343,152.976732
4068,INDOOROOPILLY,-27.497247,152.973849
4068,INDOOROOPILLY CENTRE,-27.499537,152.972812
4068,TARINGA,-27.490788,152.979036
4069,BROOKFIELD,-27.490924,152.897741
4069,CHAPEL HILL,-27.502593,152.950156
4069,FIG TREE POCKET,-27.52507,152.956492
4069,KENMORE,-27.507532,152.939045
4069,KENMORE EAST,-27.509176,152.94769
4069,KENMORE HILLS,-27.49615,152.926702
4069,PINJARRA HILLS,-27.539621,152.903445
4069,PULLENVALE,-27.51695,152.891085
4069,UPPER BROOKFIELD,-27.485601,152.859062
4070,ANSTEAD,-27.545591,152.87227
4070,BELLBOWRIE,-27.561999,152.886806
4070,MOGGILL,-27.570335,152.874633
4072,UNIVERSITY OF QUEENSLAND,-27.548962,152.330088
4073,SEVENTEEN MILE ROCKS,-27.550889,152.958818
4073,SINNAMON PARK,-27.539217,152.952644
4074,JAMBOREE HEIGHTS,-27.5564,152.93284
4074,JINDALEE,-27.534316,152.934935
4074,MIDDLE PARK,-27.555076,152.923851
4074,MOUNT OMMANEY,-27.548455,152.936478
4074,RIVERHILLS,-27.560496,152.909012
4074,SUMNER,-27.563657,152.93626
4074,WESTLAKE,-27.549464,152.910508
4075,CORINDA,-27.538924,152.981769
4075,GRACEVILLE,-27.524939,152.980993
4075,GRACEVILLE EAST,-27.524939,152.980993
4075,OXLEY,-27.552877,152.974715
4075,SHERWOOD,-27.532449,152.982957
4076,DARRA,-27.567027,152.95327
4076,WACOL,-27.590778,152.929768
4077,DOOLANDELLA,-27.612032,152.979454
4077,DURACK,-27.591662,152.985997
4077,INALA,-27.597301,152.974413
4077,INALA EAST,-27.601135,152.980674
4077,INALA HEIGHTS,-27.587145,152.973187
4077,RICHLANDS,-27.594029,152.948466
4078,ELLEN GROVE,-27.612653,152.950579
4078,FOREST LAKE,-27.623956,152.970063
4101,HIGHGATE HILL,-27.487699,153.018947
4101,SOUTH BRISBANE,-27.474492,153.017391
4101,WEST END,-27.478647,153.01247
4102,BURANDA,-27.499989,153.035349
4102,DUTTON PARK,-27.498009,153.024704
4102,WOOLLOONGABBA,-27.485515,153.029007
4103,ANNERLEY,-27.511609,153.031832
4103,FAIRFIELD,-27.509925,153.024761
4103,FAIRFIELD GARDENS,-27.508965,153.026099
4104,YERONGA,-27.516831,153.017277
4105,MOOROOKA,-27.532844,153.025089
4105,TENNYSON,-27.524513,153.001769
4105,YEERONGPILLY,-27.526307,153.013227
4106,BRISBANE MARKET,-27.534195,152.99934
4106,ROCKLEA,-27.544658,153.013818
4107,SALISBURY,-27.544798,153.029585
4107,SALISBURY EAST,-27.550673,153.036692
4108,ARCHERFIELD,-27.568388,153.024165
4108,COOPERS PLAINS,-27.570271,153.037201
4109,MACGREGOR,-27.567572,153.07787
4109,ROBERTSON,-27.565733,153.057213
4109,SUNNYBANK,-27.578146,153.054514
4109,SUNNYBANK HILLS,-27.611448,153.054261
4109,SUNNYBANK SOUTH,-27.587839,153.06077
4110,ACACIA RIDGE,-27.589633,153.02787
4110,HEATHWOOD,-27.642378,152.985253
4110,LARAPINTA,-27.634508,153.017099
4110,PALLARA,-27.618159,153.000017
4110,WILLAWONG,-27.593448,152.998315
4111,NATHAN,-27.553179,153.056433
4112,KURABY,-27.606379,153.092491
4113,EIGHT MILE PLAINS,-27.575233,153.087585
4113,RUNCORN,-27.588287,153.085259
4114,KINGSTON,-27.660233,153.117675
4114,LOGAN CENTRAL,-27.640948,153.107365
4114,WOODRIDGE,-27.627559,153.099249
4115,ALGESTER,-27.611303,153.033518
4115,PARKINSON,-27.629536,153.04037
4116,CALAMVALE,-27.623928,153.050074
4116,DREWVALE,-27.639126,153.049533
4116,STRETTON,-27.615366,153.070228
4117,BERRINBA,-27.637982,153.083869
4117,KARAWATHA,-27.617514,153.09356
4118,BROWNS PLAINS,-27.660763,153.04015
4118,FORESTDALE,-27.662525,153.008067
4118,HERITAGE PARK,-27.679177,153.061588
4118,HILLCREST,-27.667213,153.023322
4118,REGENTS PARK,-27.670709,153.045294
4119,UNDERWOOD,-27.593616,153.108698
4120,GREENSLOPES,-27.512111,153.053021
4120,STONES CORNER,-27.501368,153.04634
4121,HOLLAND PARK,-27.519259,153.061369
4121,HOLLAND PARK EAST,-27.521199,153.07441
4121,HOLLAND PARK WEST,-27.525519,153.061269
4121,TARRAGINDI,-27.531675,153.044982
4121,WELLERS HILL,-27.519509,153.049927
4122,MANSFIELD,-27.53938,153.099025
4122,MOUNT GRAVATT,-27.542262,153.07386
4122,MOUNT GRAVATT EAST,-27.523967,153.080225
4122,UPPER MOUNT GRAVATT,-27.557821,153.080206
4122,WISHART,-27.549037,153.103974
4123,ROCHEDALE,-27.571214,153.12691
4123,ROCHEDALE SOUTH,-27.595763,153.124084
4124,BORONIA HEIGHTS,-27.690598,153.022217
4124,GREENBANK,-27.699897,153.010625
4124,LYONS,-27.7626,152.836962
4124,NEW BEITH,-27.764365,152.939912
4124,SPRING MOUNTAIN,-27.716946,152.877265
4125,MUNRUBEN,-27.748611,153.025645
4125,PARK RIDGE,-27.698387,153.038292
4125,PARK RIDGE SOUTH,-27.725737,153.030217
4127,DAISY HILL,-27.644265,153.153343
4127,PRIESTDALE,-27.606132,153.153815
4127,SLACKS CREEK,-27.626305,153.117391
4127,SPRINGWOOD,-27.61191,153.126126
4128,SHAILER PARK,-27.650622,153.165162
4128,TANAH MERAH,-27.677768,153.180872
4129,LOGANHOLME,-27.690846,153.178287
4130,CARBROOK,-27.687086,153.276026
4130,CORNUBIA,-27.652089,153.213971
4131,LOGANLEA,-27.675035,153.127293
4131,MEADOWBROOK,-27.663693,153.14015
4132,CRESTMEAD,-27.686848,153.087768
4132,MARSDEN,-27.680509,153.115491
4133,CHAMBERS FLAT,-27.735955,153.087955
4133,LOGAN RESERVE,-27.710995,153.093566
4133,WATERFORD,-27.706705,153.147165
4133,WATERFORD WEST,-27.692095,153.136187
4151,COORPAROO,-27.495194,153.057903
4152,CAMP HILL,-27.493015,153.076507
4152,CARINA,-27.495728,153.088686
4152,CARINA HEIGHTS,-27.503852,153.090545
4152,CARINDALE,-27.505783,153.102356
4153,BELMONT,-27.504978,153.131443
4154,GUMDALE,-27.490918,153.153345
4154,RANSOME,-27.486615,153.180841
4154,WAKERLEY,-27.476266,153.165793
4155,CHANDLER,-19.262174,146.779764
4156,BURBANK,-27.558921,153.163912
4156,MACKENZIE,-27.54678,153.124568
4157,CAPALABA,-27.525711,153.19336
4157,CAPALABA WEST,-27.514226,153.180017
4157,SHELDON,-27.582155,153.197795
4158,THORNESIDE,-27.482971,153.20107
4159,BIRKDALE,-27.498415,153.207434
4160,ORMISTON,-27.518815,153.255284
4160,WELLINGTON POINT,-27.485852,153.238259
4161,ALEXANDRA HILLS,-27.522774,153.220455
4163,CLEVELAND,-27.525781,153.26484
4164,THORNLANDS,-27.563211,153.256977
4165,MOUNT COTTON,-27.621843,153.235294
4165,REDLAND BAY,-27.612549,153.303072
4165,VICTORIA POINT,-27.585692,153.307829
4165,VICTORIA POINT WEST,-27.585189,153.281875
4169,EAST BRISBANE,-27.479652,153.045983
4169,KANGAROO POINT,-27.476067,153.035642
4170,CANNON HILL,-27.469678,153.097305
4170,MORNINGSIDE,-27.468144,153.071979
4170,NORMAN PARK,-27.483205,153.064346
4170,SEVEN HILLS,-27.480712,153.081335
4171,BALMORAL,-27.455696,153.06722
4171,BULIMBA,-27.451514,153.060361
4171,HAWTHORNE,-27.462031,153.060373
4172,MURARRIE,-27.464118,153.109052
4173,TINGALPA,-27.465869,153.133779
4174,HEMMANT,-27.448586,153.12701
4178,LYTTON,-27.4243,153.15545
4178,PORT OF BRISBANE,-27.436307,153.138996
4178,WYNNUM,-27.444359,153.174254
4178,WYNNUM NORTH,-27.436563,153.157986
4178,WYNNUM PLAZA,-27.45711,153.15518
4178,WYNNUM WEST,-27.458702,153.156391
4179,LOTA,-27.465277,153.18128
4179,MANLY,-27.454266,153.185335
4179,MANLY WEST,-27.468021,153.163106
4183,AMITY,-27.397888,153.439075
4183,AMITY POINT,-27.396485,153.44014
4183,DUNWICH,-27.499265,153.402381
4183,NORTH STRADBROKE ISLAND,-27.660974,153.469799
4183,POINT LOOKOUT,-27.427636,153.53624
4184,COOCHIEMUDLO ISLAND,-27.574426,153.332293
4184,KARRAGARRA ISLAND,-27.638614,153.374288
4184,LAMB ISLAND,-27.626264,153.379552
4184,MACLEAY ISLAND,-27.628294,153.363016
4184,PEEL ISLAND,-27.496083,153.357926
4184,PERULPA ISLAND,-27.613192,153.369611
4184,RUSSELL ISLAND,-27.651799,153.381123
4205,BETHANIA,-27.694398,153.155502
4207,ALBERTON,-27.721117,153.270056
4207,BAHRS SCRUB,-27.739135,153.16678
4207,BANNOCKBURN,-27.753854,153.19218
4207,BEENLEIGH,-27.716154,153.202039
4207,BELIVAH,-27.757251,153.186008
4207,BUCCAN,-27.751708,153.141184
4207,CEDAR CREEK,-27.815002,153.162383
4207,EAGLEBY,-27.702563,153.21302
4207,EDENS LANDING,-27.706381,153.169014
4207,HOLMVIEW,-27.711757,153.168852
4207,LOGAN VILLAGE,-27.767054,153.116881
4207,LUSCOMBE,-27.788528,153.231428
4207,MOUNT WARREN PARK,-27.736362,153.204307
4207,STAPYLTON,-27.735206,153.252381
4207,STEIGLITZ,-27.734041,153.353595
4207,WINDAROO,-27.74222,153.188868
4207,WOLFFDENE,-27.783436,153.187009
4207,WOONGOOLBA,-27.74132,153.314789
4207,YARRABILBA,-27.819894,153.12797
4207,YATALA,-27.741831,153.222581
4208,GILBERTON,-27.745013,153.261095
4208,JACOBS WELL,-27.780769,153.364585
4208,KINGSHOLME,-27.816258,153.224825
4208,NORWELL,-27.790249,153.333318
4208,ORMEAU,-27.786214,153.25018
4208,ORMEAU HILLS,-27.788557,153.215716
4209,COOMERA,-27.866592,153.315314
4209,PIMPAMA,-27.80143,153.289121
4209,UPPER COOMERA,-27.880077,153.283204
4209,WILLOW VALE,-27.834784,153.26689
4210,GUANABA,-27.942395,153.233818
4210,MAUDSLAND,-27.946687,153.270009
4210,OXENFORD,-27.890331,153.313087
4210,STUDIO VILLAGE,-27.922641,153.320644
4210,WONGAWALLAN,-27.875339,153.226579
4211,ADVANCETOWN,-28.033052,153.279625
4211,BEECHMONT,-28.125836,153.188479
4211,BINNA BURRA,-28.197416,153.186744
4211,CARRARA,-28.01576,153.368672
4211,CLAGIRABA,-27.988526,153.243084
4211,GAVEN,-27.938611,153.328537
4211,GILSTON,-28.036851,153.308925
4211,HIGHLAND PARK,-28.011333,153.332541
4211,LOWER BEECHMONT,-28.05745,153.241615
4211,MOUNT NATHAN,-27.99396,153.282488
4211,NATURAL BRIDGE,-28.198036,153.23069
4211,NERANG,-27.991461,153.335135
4211,NUMINBAH VALLEY,-28.147098,153.227779
4211,O'REILLY,-19.298559,146.781175
4211,PACIFIC PINES,-27.932454,153.326156
4211,SOUTHERN LAMINGTON,-28.280114,153.105606
4212,HELENSVALE,-27.922459,153.334793
4212,HELENSVALE TOWN CENTRE,-27.922824,153.338701
4212,HOPE ISLAND,-27.875249,153.359356
4212,SANCTUARY COVE,-27.853871,153.359434
4213,AUSTINVILLE,-28.135818,153.317485
4213,BONOGIN,-28.138318,153.341577
4213,MUDGEERABA,-28.078272,153.365082
4213,SPRINGBROOK,-28.214651,153.269084
4213,TALLAI,-28.056562,153.328655
4213,WORONGARY,-28.060559,153.340078
4214,ARUNDEL,-27.939708,153.372781
4214,ASHMORE,-27.986382,153.382051
4214,ASHMORE CITY,-27.977364,153.380597
4214,MOLENDINAR,-27.98342,153.369438
4214,PARKWOOD,-27.946583,153.370524
4215,AUSTRALIA FAIR,-27.968379,153.415136
4215,LABRADOR,-27.946118,153.386034
4215,SOUTHPORT,-27.984113,153.411076
4215,SOUTHPORT PARK,-27.985692,153.40933
4216,BIGGERA WATERS,-27.934226,153.400356
4216,COOMBABAH,-27.898797,153.377527
4216,HOLLYWELL,-27.894737,153.398579
4216,PARADISE POINT,-27.886767,153.394247
4216,RUNAWAY BAY,-27.924638,153.403848
4216,SOUTH STRADBROKE,-27.842566,153.425891
4217,BENOWA,-28.005753,153.387475
4217,BUNDALL,-28.004167,153.406842
4217,CHEVRON ISLAND,-27.997865,153.418505
4217,ISLE OF CAPRI,-28.010795,153.421979
4217,MAIN BEACH,-27.979642,153.424854
4217,SURFERS PARADISE,-28.00228,153.431052
4218,BROADBEACH,-28.029363,153.4312
4218,BROADBEACH WATERS,-28.024641,153.41095
4218,MERMAID BEACH,-28.045868,153.435141
4218,MERMAID WATERS,-28.047796,153.408899
4218,NOBBY BEACH,-28.058857,153.438258
4218,PACIFIC FAIR,-28.036526,153.428497
4218,Q SUPERCENTRE,-28.045869,153.407846
4219,WEST BURLEIGH,-28.107294,153.441839
4220,BURLEIGH HEADS,-28.088477,153.451921
4220,BURLEIGH TOWN,-28.097856,153.441027
4220,BURLEIGH WATERS,-28.095217,153.42702
4220,MIAMI,-28.074628,153.444805
4221,ELANORA,-28.135669,153.470481
4221,PALM BEACH,-28.120875,153.472569
4223,CURRUMBIN,-28.136289,153.477806
4223,CURRUMBIN VALLEY,-28.188189,153.420453
4223,CURRUMBIN WATERS,-28.138598,153.472473
4224,TUGUN,-28.143616,153.494865
4224,TUGUN HEIGHTS,-28.150752,153.482266
4225,BILINGA,-28.159935,153.510026
4225,COOLANGATTA,-28.168067,153.535326
4226,CLEAR ISLAND WATERS,-28.039318,153.401608
4226,MERRIMAC,-28.04809,153.359497
4226,ROBINA,-28.078134,153.389243
4227,REEDY CREEK,-28.108599,153.395621
4227,VARSITY LAKES,-28.089398,153.412201
4228,TALLEBUDGERA,-28.148226,153.421613
4228,TALLEBUDGERA VALLEY,-28.15264,153.38507
4229,BOND UNIVERSITY,-28.075709,153.414682
4230,ROBINA TOWN CENTRE,-28.077467,153.38531
4270,TAMBORINE,-27.880883,153.130246
4271,EAGLE HEIGHTS,-27.922442,153.207493
4272,MOUNT TAMBORINE,-27.947935,153.191359
4272,NORTH TAMBORINE,-27.92846,153.184483
4272,TAMBORINE MOUNTAIN,-27.905302,153.180047
4275,BENOBBLE,-27.995053,153.162089
4275,BIDDADDABA,-27.986736,153.110994
4275,BOYLAND,-27.942993,153.132839
4275,CANUNGRA,-28.017174,153.164715
4275,FERNY GLEN,-28.077377,153.161718
4275,FLYING FOX,-28.096773,153.172043
4275,ILLINBAH,-28.115254,153.142021
4275,LAMINGTON NATIONAL PARK,-28.245672,153.117289
4275,SARABAH,-28.126117,153.129287
4275,WITHEREN,-28.038223,153.182821
4275,WONGLEPONG,-27.97206,153.163307
4280,JIMBOOMBA,-27.831402,153.028469
4280,NORTH MACLEAN,-27.769943,153.002835
4280,SOUTH MACLEAN,-27.789738,153.006653
4280,STOCKLEIGH,-27.781535,153.057724
4285,ALLENVIEW,-27.901257,152.939081
4285,BEAUDESERT,-27.986322,152.99562
4285,BIRNAM,-27.956974,153.04993
4285,BROMELTON,-27.980083,152.957913
4285,CAINBABLE,-28.149819,153.096048
4285,CEDAR GROVE,-27.861267,152.980397
4285,CEDAR VALE,-27.87986,153.015694
4285,CHINGHEE CREEK,-28.27381,152.98247
4285,CHRISTMAS CREEK,-28.181245,152.989695
4285,CRYNA,-28.019842,152.990625
4285,DARLINGTON,-28.197185,153.041811
4285,GLENEAGLE,-27.932836,152.981138
4285,HILLVIEW,-28.21667,153.012467
4285,INNISPLAIN,-28.169766,152.911339
4285,JOSEPHVILLE,-28.038205,152.93612
4285,KAGARU,-27.84695,152.934351
4285,KERRY,-28.10903,153.030653
4285,KNAPP CREEK,-28.131716,152.819187
4285,KOORALBYN,-28.084504,152.84287
4285,LAMINGTON,-28.238062,152.996065
4285,LARAVALE,-28.087831,152.935893
4285,MOUNT GIPPS,-28.322421,152.995959
4285,MUNDOOLUN,-27.910582,153.089471
4285,NINDOOINBAH,-28.048739,153.047886
4285,OAKY CREEK,-28.202449,152.935939
4285,TABOOBA,-28.134167,152.961648
4285,TABRAGALBA,-28.009381,153.07862
4285,TAMROOKUM,-28.116994,152.917237
4285,TAMROOKUM CREEK,-28.166303,152.85555
4285,UNDULLAH,-27.822875,152.924256
4285,VERESDALE,-27.913012,152.984643
4285,VERESDALE SCRUB,-27.920646,153.01267
4285,WOODHILL,-27.890813,152.973623
4287,BARNEY VIEW,-28.260921,152.781251
4287,MOUNT BARNEY,-28.303855,152.715018
4287,MOUNT LINDESAY,-28.327187,152.721855
4287,PALEN CREEK,-28.263746,152.819284
4287,RATHDOWNEY,-28.210938,152.868157
4287,RUNNING CREEK,-28.264395,152.910542
4300,AUGUSTINE HEIGHTS,-27.669147,152.89354
4300,BELLBIRD PARK,-27.637214,152.883455
4300,BROOKWATER,-27.656026,152.891125
4300,CAMIRA,-27.634493,152.916039
4300,CAROLE PARK,-27.608168,152.933899
4300,GAILES,-27.610747,152.915838
4300,GOODNA,-27.609563,152.899255
4300,SPRINGFIELD,-27.674838,152.898929
4300,SPRINGFIELD LAKES,-27.670826,152.923608
4301,COLLINGWOOD PARK,-27.613211,152.863215
4301,REDBANK,-27.606009,152.869604
4301,REDBANK PLAINS,-27.646615,152.871619
4303,DINMORE,-27.597997,152.831683
4303,NEW CHUM,-27.613361,152.836335
4303,RIVERVIEW,-27.598519,152.846914
4304,BLACKSTONE,-27.62904,152.795901
4304,BOOVAL,-27.614359,152.788861
4304,BOOVAL FAIR,-27.615744,152.789849
4304,BUNDAMBA,-27.601599,152.814847
4304,EBBW VALE,-27.602774,152.82421
4304,NORTH BOOVAL,-27.607118,152.79014
4304,SILKSTONE,-27.623368,152.787346
4305,BASIN POCKET,-27.601066,152.772672
4305,BRASSALL,-27.59456,152.745895
4305,BREMER,-27.641707,152.75278
4305,CHURCHILL,-27.642272,152.750063
4305,COALFALLS,-27.605854,152.745119
4305,EAST IPSWICH,-27.6072,152.778139
4305,EASTERN HEIGHTS,-27.627472,152.771259
4305,FLINDERS VIEW,-27.652845,152.775924
4305,IPSWICH,-27.614604,152.760876
4305,LEICHHARDT,-27.62516,152.73664
4305,LIMESTONE RIDGES,-27.836825,152.727685
4305,MOORES POCKET,-27.60004,152.779012
4305,NEWTOWN,-27.61595,152.776417
4305,NORTH IPSWICH,-27.597511,152.762793
4305,NORTH TIVOLI,-27.575746,152.788563
4305,ONE MILE,-27.627224,152.743044
4305,RACEVIEW,-27.634299,152.774807
4305,SADLIERS CROSSING,-27.612897,152.743798
4305,TIVOLI,-27.593133,152.771177
4305,WEST IPSWICH,-27.618659,152.749514
4305,WOODEND,-27.607344,152.751559
4305,WULKURAKA,-27.618283,152.725522
4305,YAMANTO,-27.660386,152.739493
4306,AMBERLEY,-27.640431,152.702399
4306,AVOCA VALE,-26.755807,152.235564
4306,BANKS CREEK,-27.424103,152.705666
4306,BARELLAN POINT,-27.57364,152.842931
4306,BENARKIN,-26.887082,152.137759
4306,BENARKIN NORTH,-26.857155,152.15013
4306,BLACKBUTT,-26.88523,152.101065
4306,BLACKBUTT NORTH,-26.864303,152.112926
4306,BLACKBUTT SOUTH,-26.900112,152.098946
4306,BLACKSOIL,-27.577101,152.706785
4306,BORALLON,-27.497506,152.702995
4306,CHERRY CREEK,-26.929354,152.099732
4306,CHUWAR,-27.563424,152.78219
4306,COLINTON,-26.932451,152.328182
4306,DEEBING HEIGHTS,-27.687701,152.762112
4306,DUNDAS,-27.300337,152.674418
4306,ENGLAND CREEK,-27.377661,152.708316
4306,FAIRNEY VIEW,-27.484407,152.652395
4306,FERNVALE,-27.453445,152.650444
4306,GLAMORGAN VALE,-27.507731,152.639298
4306,GOOGA CREEK,-26.974164,152.011273
4306,GOOLMAN,-27.73684,152.760821
4306,HAIGSLEA,-27.570384,152.630755
4306,HARLIN,-26.971739,152.353834
4306,IRONBARK,-27.558063,152.671237
4306,KARALEE,-27.562833,152.825544
4306,KARANA DOWNS,-27.543598,152.824253
4306,KARRABIN,-27.604586,152.710107
4306,KHOLO,-27.52257,152.765742
4306,LAKE MANCHESTER,-27.482794,152.739404
4306,LARK HILL,-27.522004,152.599596
4306,LINVILLE,-26.8392,152.27475
4306,MOORE,-26.893651,152.289316
4306,MOUNT BINGA,-27.027545,151.921425
4306,MOUNT CROSBY,-27.540043,152.804494
4306,MOUNT MARROW,-27.603799,152.621302
4306,MOUNT STANLEY,-26.529308,152.225747
4306,MUIRLEA,-27.571127,152.741909
4306,NUKKU,-26.882514,152.069031
4306,PEAK CROSSING,-27.782485,152.729553
4306,PINE MOUNTAIN,-27.565633,152.707133
4306,PURGA,-27.660281,152.715928
4306,RIPLEY,-27.675442,152.78859
4306,SOUTH RIPLEY,-27.722528,152.822657
4306,SPLIT YARD CREEK,-27.371068,152.634973
4306,SWANBANK,-27.653306,152.823067
4306,TAROMEO,-26.873453,152.179063
4306,TEELAH,-26.797734,152.098897
4306,THAGOONA,-27.625257,152.630147
4306,VERNOR,-27.464345,152.610457
4306,WALLOON,-27.605574,152.663918
4306,WANORA,-27.519639,152.684003
4306,WHITE ROCK,-27.694065,152.850838
4306,WILLOWBANK,-27.685815,152.67611
4306,WIVENHOE POCKET,-27.454749,152.601231
4307,COLEYVILLE,-27.82052,152.56642
4307,HARRISVILLE,-27.81128,152.667696
4307,MUTDAPILLY,-27.771052,152.649922
4307,RADFORD,-27.854018,152.651674
4307,SILVERDALE,-27.892727,152.609094
4307,WARRILL VIEW,-27.824481,152.616046
4307,WILSONS PLAINS,-27.828532,152.648039
4309,ARATULA,-27.981456,152.548619
4309,CHARLWOOD,-28.000039,152.575971
4309,CLUMBER,-28.062236,152.459621
4309,FASSIFERN,-27.962506,152.578354
4309,FASSIFERN VALLEY,-27.975894,152.593919
4309,FRAZERVIEW,-27.950068,152.549111
4309,KALBAR,-27.940255,152.623589
4309,KENTS LAGOON,-27.899018,152.622138
4309,KULGUN,-27.932873,152.689052
4309,MILORA,-27.844878,152.686024
4309,MOOGERAH,-28.081948,152.524984
4309,MORWINCHA,-27.973208,152.579012
4309,MOUNT EDWARDS,-28.019948,152.517902
4309,MUNBILLA,-27.875305,152.659309
4309,OBUM OBUM,-27.912903,152.655215
4309,TAROME,-27.992503,152.480067
4309,TEVIOTVILLE,-27.949466,152.685283
4309,WASHPOOL,-27.835369,152.763824
4310,ALLANDALE,-27.997335,152.714213
4310,ANTHONY,-27.878177,152.684078
4310,BLANTYRE,-27.907601,152.68086
4310,BOONAH,-27.997228,152.681481
4310,BUNBURRA,-28.064432,152.687878
4310,BUNJURGEN,-28.03997,152.61673
4310,BURNETT CREEK,-28.26727,152.570815
4310,CANNON CREEK,-28.071862,152.728899
4310,CARNEYS CREEK,-28.232625,152.560846
4310,COOCHIN,-28.095845,152.645962
4310,COULSON,-27.949976,152.722912
4310,CROFTBY,-28.139168,152.573333
4310,DUGANDAN,-28.016403,152.664577
